         16127163 function calls (14951606 primitive calls) in 151.286 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/concrete/summations.py:40(Sum)
      115    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:470(__setattr__)
      192    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/assumptions/cnf.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/logger.py:33(warn)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/orderings.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/serialization.py:475(__exit__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/fx/passes/fake_tensor_prop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/power.py:282(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/expressions/dotproduct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/lists.py:30(BaseListVariable)
       48    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/h5py/_hl/base.py:173(_e)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/exponential.py:1111(LambertW)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset7.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/library.py:112(impl)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/types.py:52(DynamoCallbackFn)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_iv.py:413(convert)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/fx/experimental/recording.py:285(FakeTensorMeta)
       27    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/singleton.py:100(register)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
      106    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/iterables.py:3018(iterable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset14.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/builder.py:170(GraphArg)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/compiled_autograd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/ctx_manager.py:24(ContextMangerState)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/expr.py:230(__pow__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_prims/context.py:82(TorchRefsMode)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_numpy/_reductions_impl.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/spaces/box.py:63(_get_precision)
      847    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:1549(findCaller)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/hooks.py:9(Hooks)
        5    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:1872(__eq__)
      208    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_namedtensor_internals.py:10(check_serializing_named_tensor)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:935(_lru_cache)
      152    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:1351(repl)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/codeprinter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/fields.py:1(<module>)
       27    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/utils/logging.py:79(log_stat)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/sparse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/envs/registration.py:135(spec)
      661    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       28    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       26    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/side_effects.py:59(SideEffects)
       12    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:626(_find_new_)
       18    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/lazy.py:87(_create_realize_and_forward)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/monomials.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/abc.py:110(register)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/decorators.py:224(_func)
       59    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_compile.py:447(_simple)
      661    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
      267    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:204(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/onnxruntime.py:430(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:1483(Rational)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/rootisolation.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      137    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/assumptions.py:220(_load_pre_generated_assumption_rules)
       16    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:801(__init__)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:595(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/calculus/inverselaplace.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:101(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/latex.py:141(LatexPrinter)
      875    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/logic.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_iv.py:43(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_functorch/make_functional.py:254(FunctionalModuleWithBuffers)
       26    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/modules/module.py:804(compute_should_use_set_data)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:182(_init_dependencies_order)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/matrices/sdm.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_numpy/linalg.py:33(linalg_errors)
      520    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/combinatorial/numbers.py:421(bernoulli)
      811    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      137    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/libmp/libelefun.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method torch.empty}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/constant.py:1(<module>)
      787    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:2691(default)
      573    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/registration.py:81(in_base)
       24    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:109(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/decorators.py:99(binary_op_wrapper)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/facts.py:474(_from_python)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/fx/experimental/recording.py:428(NotEqualError)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/calculus/accumulationbounds.py:14(AccumulationBounds)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:222(InstructionTranslatorGraphState)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/calculus/quadrature.py:1(<module>)
      111    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:44(_is_private)
       44    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:85(opengroup)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/expressiondomain.py:14(ExpressionDomain)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:587(pack_group)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/mathematica.py:1(<module>)
      137    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:345(__init__)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/builtin.py:433(__init__)
      137    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_ops.py:806(__getattr__)
      213    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_iv.py:369(_wrap_specfun)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1603(_max_pool)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/skipfiles.py:230(get_func_inlinelist)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:277(_max_pool)
       34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/expr.py:225(_pow)
      208    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/storage.py:929(_pickle_storage_type)
